20150114-50 +2 d
   0.20751	  -0.01216
   0.21598	  -0.01191
   0.22443	  -0.01166
   0.23280	  -0.01139
   0.24117	  -0.01110
   0.24956	  -0.01082
   0.25798	  -0.01051
   0.26645	  -0.01019
   0.27492	  -0.00988
   0.28335	  -0.00956
   0.29178	  -0.00922
   0.30023	  -0.00888
   0.30869	  -0.00854
   0.31717	  -0.00818
   0.32566	  -0.00782
   0.33415	  -0.00747
   0.34263	  -0.00711
   0.35109	  -0.00675
   0.35953	  -0.00637
   0.36796	  -0.00601
   0.37641	  -0.00563
   0.38490	  -0.00525
   0.39340	  -0.00488
   0.40188	  -0.00450
   0.41035	  -0.00412
   0.41884	  -0.00374
   0.42734	  -0.00335
   0.43581	  -0.00296
   0.44426	  -0.00259
   0.45270	  -0.00221
   0.46118	  -0.00182
   0.46965	  -0.00144
   0.47814	  -0.00107
   0.48663	  -0.00069
   0.49512	  -0.00031
   0.50358	   0.00006
   0.51206	   0.00042
   0.52055	   0.00079
   0.52905	   0.00116
   0.53753	   0.00152
   0.54600	   0.00188
   0.55448	   0.00223
   0.56298	   0.00257
   0.57147	   0.00292
   0.57990	   0.00326
   0.58828	   0.00358
   0.59665	   0.00390
   0.60501	   0.00421
   0.61339	   0.00453
   0.62178	   0.00484
   0.63017	   0.00515
   0.63856	   0.00546
   0.64696	   0.00574
   0.65529	   0.00604
   0.66361	   0.00633
   0.67193	   0.00663
   0.68029	   0.00693
   0.68858	   0.00720
   0.69675	   0.00740
   0.70495	   0.00750
   0.71316	   0.00754
   0.72150	   0.00751
   0.72995	   0.00746
   0.73841	   0.00741
   0.74685	   0.00736
   0.75523	   0.00732
   0.76364	   0.00725
   0.77211	   0.00717
   0.78060	   0.00708
   0.78910	   0.00699
   0.79755	   0.00690
   0.80601	   0.00678
   0.81447	   0.00666
   0.82289	   0.00652
   0.83132	   0.00637
   0.83975	   0.00622
   0.84821	   0.00605
   0.85665	   0.00586
   0.86512	   0.00566
   0.87356	   0.00545
   0.88200	   0.00522
   0.89047	   0.00497
   0.89891	   0.00471
   0.90735	   0.00443
   0.91579	   0.00414
   0.92422	   0.00382
   0.93265	   0.00349
   0.94101	   0.00313
   0.94940	   0.00274
   0.95778	   0.00234
   0.96611	   0.00192
   0.97448	   0.00145
   0.98273	   0.00096
   0.99032	   0.00047
   0.99671	   0.00001
   0.99998	  -0.00024
